"country";"Year";"GDP growth (annual %)"
"Ukraine";2011;5,46550184584432
"United Kingdom";2011;1,54014740315958
"Yugoslavia";2011;1,37743308532739
"Albania";2012;1,41752599216287
"Andorra";2012;-4,97444371853503
"Armenia";2012;7,20000000096486
"Australia";2012;3,91816287094112
"Austria";2012;0,680445576816723
"Azerbaijan";2012;2,20293902267821
"Belarus";2012;1,68713553642841
"Belgium";2012;0,739217283058679
"Bosnia and Herzegovina";2012;-0,821836474216894
"Bulgaria";2012;0,356586982837044
"Croatia";2012;-2,3917742692408
"Cyprus";2012;-3,44682208589713
"Czech Republic";2012;-0,785004299003617
"Denmark";2012;0,226499791802965
"Estonia";2012;3,12484637290247
"Finland";2012;-1,39754572817782
"France";2012;0,313134751077172
"Georgia";2012;6,3690083063386
"Germany";2012;0,418497594217598
"Greece";2012;-7,30049406220242
"Hungary";2012;-1,38062332775523
"Iceland";2012;1,29643760789892
"Ireland";2012;0,225714790371583
"Israel";2012;2,25723755698695
"Italy";2012;-2,98090576823772
"Latvia";2012;4,25172304811186
"Lithuania";2012;3,8438647490634
"Luxembourg";2012;-0,352520089272659
"Macedonia";2012;-0,456183223607937
"Malta";2012;4,11770637605775
"Moldova";2012;-0,589734125919819
"Monaco";2012;1,000000923315
"Montenegro";2012;-2,72379678759462
"Morocco";2012;3,00996126221978
"Netherlands";2012;-1,03035399148436
"Norway";2012;2,70307385484266
"Poland";2012;1,32489082785044
"Portugal";2012;-4,05729360769561
"Romania";2012;2,04066513079732
"Russia";2012;4,02408615720979
"San Marino";2012;-7,04453441295546
"Serbia";2012;-0,68154236933475
"Serbia and Montenegro";2012;-1,70266957846468
"Slovakia";2012;1,89674227140716
"Slovenia";2012;-2,63943875676689
"Spain";2012;-2,95944130173555
"Sweden";2012;-0,588304568990736
"Switzerland";2012;1,0060240455055
"Turkey";2012;4,78849270937106
"Ukraine";2012;0,238681720768113
"United Kingdom";2012;1,4789239242734
"Yugoslavia";2012;-1,85167773143079
"Albania";2013;1,00198715014967
"Andorra";2013;-3,54759651549344
"Armenia";2013;3,3
"Australia";2013;2,58489770154893
"Austria";2013;0,0255047121972183
"Azerbaijan";2013;5,8434157623727
"Belarus";2013;1,00347084085645
"Belgium";2013;0,459242192907709
"Bosnia and Herzegovina";2013;2,3498566632458
"Bulgaria";2013;0,325769436153124
"Croatia";2013;-0,447092176997273
"Cyprus";2013;-6,55307825499119
"Czech Republic";2013;-0,0459036735515213
"Denmark";2013;0,933340972371226
"Estonia";2013;1,34618473238244
"Finland";2013;-0,901696316194844
"France";2013;0,576326674771792
"Georgia";2013;3,62130535196276
"Germany";2013;0,437591303144671
"Greece";2013;-3,24142473106683
"Hungary";2013;1,86075162441399
"Iceland";2013;4,13385115003635
"Ireland";2013;1,35163384675889
"Israel";2013;4,14805450271368
"Italy";2013;-1,84106545088248
"Latvia";2013;2,31017607605585
"Lithuania";2013;3,55007284270485
"Luxembourg";2013;3,65437134208327
"Macedonia";2013;2,92525766450484
"Malta";2013;5,47335591422899
"Moldova";2013;9,0438654824315
"Monaco";2013;9,59999846418893
"Montenegro";2013;3,54898055211466
"Morocco";2013;4,53542420003856
"Netherlands";2013;-0,130175288449919
"Norway";2013;1,03407291353631
"Poland";2013;1,12576783609582
"Portugal";2013;-0,922644674527888
"Romania";2013;3,77096230437297
"Russia";2013;1,75542214909368
"San Marino";2013;-0,78397212543554
"Serbia";2013;2,89263673355808
"Serbia and Montenegro";2013;3,22080864283637
"Slovakia";2013;0,666535041763396
"Slovenia";2013;-1,02928277204056
"Spain";2013;-1,43539425919327
"Sweden";2013;1,187775715906
"Switzerland";2013;1,85203981617654
"Turkey";2013;8,48581700166973
"Ukraine";2013;-0,0266978900718868
"United Kingdom";2013;2,1394857181109
"Yugoslavia";2013;1,46301979997614
"Albania";2014;1,77448678495493
"Andorra";2014;2,50446552114518
"Armenia";2014;3,60000000058993
"Australia";2014;2,5331146653882
"Austria";2014;0,661272848852605
"Azerbaijan";2014;2,79758543403612
"Belarus";2014;1,72638485417002
"Belgium";2014;1,57853314322614
"Bosnia and Herzegovina";2014;1,15385109200403
"Bulgaria";2014;1,88546463842944
"Croatia";2014;-0,34145251686769
"Cyprus";2014;-1,82930910922002
"Czech Republic";2014;2,26210289708078
"Denmark";2014;1,61939381103033
"Estonia";2014;2,98732482453686
"Finland";2014;-0,364908156882066
"France";2014;0,956183052371557
"Georgia";2014;4,43192482309078
"Germany";2014;2,20954343134872
"Greece";2014;0,739776853966688
"Hungary";2014;4,22895073481537
"Iceland";2014;2,0826231642619
"Ireland";2014;8,55668815348987
"Israel";2014;3,75820016332611
"Italy";2014;-0,00454754236383792
"Latvia";2014;1,07363408715679
"Lithuania";2014;3,53700987901611
"Luxembourg";2014;4,29678630500703
"Macedonia";2014;3,62912351276373
"Malta";2014;7,6335384644276
"Moldova";2014;4,99962566891807
"Monaco";2014;7,20000071732574
"Montenegro";2014;1,78371215072646
"Morocco";2014;2,66949392694423
"Netherlands";2014;1,42339539510084
"Norway";2014;1,9695443007939
"Poland";2014;3,37857807264132
"Portugal";2014;0,792190301875365
"Romania";2014;3,60872365319838
"Russia";2014;0,736267221415574
"San Marino";2014;-0,702370500438988
"Serbia";2014;-1,58951031990257
"Serbia and Montenegro";2014;0,097100915411945
"Slovakia";2014;2,64158974610042
"Slovenia";2014;2,76815883065036
"Spain";2014;1,38390794267029
"Sweden";2014;2,65779827531642
"Switzerland";2014;2,44921805580964
"Turkey";2014;4,93971516020883
"Ukraine";2014;-6,55263129365765
"United Kingdom";2014;2,60747590068877
"Yugoslavia";2014;0,754951847322118
"Albania";2015;2,21875223166761
"Andorra";2015;1,43414039522716
"Armenia";2015;3,19999999896625
"Australia";2015;2,19264742646037
"Austria";2015;1,01450158590511
"Azerbaijan";2015;1,0495463680441
"Belarus";2015;-3,82957055828379
"Belgium";2015;2,04145900919961
"Bosnia and Herzegovina";2015;3,08916415179439
"Bulgaria";2015;3,98985171362301
"Croatia";2015;2,43188857335539
"Cyprus";2015;3,21856901005827
"Czech Republic";2015;5,38838083815307
"Denmark";2015;2,34259110757047
"Estonia";2015;1,84488667705067
"Finland";2015;0,543659211765487
"France";2015;1,1129123405747
"Georgia";2015;3,02220738019703
"Germany";2015;1,49193152760772
"Greece";2015;-0,437833825754794
"Hungary";2015;3,81942837927696
"Iceland";2015;4,74898497215104
"Ireland";2015;25,1625331003403
"Israel";2015;2,29009213261608
"Italy";2015;0,778304350716581
"Latvia";2015;4,00687403269866
"Lithuania";2015;2,02458395469182
"Luxembourg";2015;4,30643149305372
"Macedonia";2015;3,85586514041738
"Malta";2015;9,6081323482308
"Moldova";2015;-0,338235324459944
"Monaco";2015;4,89999916940167
"Montenegro";2015;3,39038879419505
"Morocco";2015;4,53637816806425
"Netherlands";2015;1,95916972105708
"Norway";2015;1,96712843821408
"Poland";2015;4,23632630608085
"Portugal";2015;1,79204604555983
"Romania";2015;2,95367403735953
"Russia";2015;-1,97271922637542
"San Marino";2015;2,4573279979885
"Serbia";2015;1,80605926509682
"Serbia and Montenegro";2015;2,59822402964593
"Slovakia";2015;4,81489967027436
"Slovenia";2015;2,21008160650594
"Spain";2015;3,83517266033846
"Sweden";2015;4,48928158790491
"Switzerland";2015;1,3333691753042
"Turkey";2015;6,08448690017995
"Ukraine";2015;-9,77296079067543
"United Kingdom";2015;2,35552430595799
"Yugoslavia";2015;2,58551647818952
"Albania";2016;3,31480475341897
"Andorra";2016;3,70967806978986
"Armenia";2016;0,199999999825991
"Australia";2016;2,7706521973025
"Austria";2016;1,98943716230463
"Azerbaijan";2016;-3,06359845351251
"Belarus";2016;-2,52644643552364
"Belgium";2016;1,26668640902095
"Bosnia and Herzegovina";2016;3,14980691561182
"Bulgaria";2016;3,82043453021177
"Croatia";2016;3,49813499168994
"Cyprus";2016;6,43805848146472
"Czech Republic";2016;2,5372845203138
"Denmark";2016;3,24595698524399
"Estonia";2016;3,18781708302028
"Finland";2016;2,81145776663433
"France";2016;1,09546440372048
"Georgia";2016;2,90643878002064
"Germany";2016;2,22999986782015
"Greece";2016;-0,190952352057238
"Hungary";2016;2,13999571174807
"Iceland";2016;6,62703663431921
"Ireland";2016;3,67781580955584
"Israel";2016;3,98204641920276
"Italy";2016;1,29346273155907
"Latvia";2016;2,37292412754951
"Lithuania";2016;2,51882827307178
"Luxembourg";2016;4,57460105103911
"Macedonia";2016;2,84820519363306
"Malta";2016;3,89120692508136
"Moldova";2016;4,40888672378215
"Monaco";2016;3,50000139074969
"Montenegro";2016;2,94931306833857
"Morocco";2016;1,05985639008179
"Netherlands";2016;2,19171371926123
"Norway";2016;1,07155897720727
"Poland";2016;3,14173122907013
"Portugal";2016;2,01948539561312
"Romania";2016;4,70299774749441
"Russia";2016;0,193690071729534
"San Marino";2016;2,45937588353054
"Serbia";2016;3,33858676542988
"Serbia and Montenegro";2016;3,14394991688423
"Slovakia";2016;2,13272778393984
"Slovenia";2016;3,19185251782498
"Spain";2016;3,03130132981933
"Sweden";2016;2,07059315052096
"Switzerland";2016;1,72274067016851
"Turkey";2016;3,32308420844105
"Ukraine";2016;2,23506761905661
"United Kingdom";2016;1,91815513204681
"Yugoslavia";2016;3,22553885177904
"Albania";2017;3,80219748796804
"Andorra";2017;0,346071889630295
"Armenia";2017;7,50000000164144
"Australia";2017;2,30061062359425
"Austria";2017;2,39958760332166
"Azerbaijan";2017;0,153614646686307
"Belarus";2017;2,53218350023035
"Belgium";2017;1,60808683450885
"Bosnia and Herzegovina";2017;3,17143487487128
"Bulgaria";2017;3,50275153013627
"Croatia";2017;3,43921735228665
"Cyprus";2017;5,15477714593604
"Czech Republic";2017;5,16872430413071
"Denmark";2017;2,82173634129026
"Estonia";2017;5,49915471010711
"Finland";2017;3,27017227416624
"France";2017;2,29141999417021
"Georgia";2017;4,84260322496586
"Germany";2017;2,60197600462604
"Greece";2017;1,50509939592598
"Hungary";2017;4,31678098650497
"Iceland";2017;4,54598290279273
"Ireland";2017;8,14529626312184
"Israel";2017;3,53670317097017
"Italy";2017;1,66785904106857
"Latvia";2017;3,2507202900895
"Lithuania";2017;4,28259695120761
"Luxembourg";2017;1,80118095539584
"Macedonia";2017;1,08177273813243
"Malta";2017;8,01506313434925
"Moldova";2017;4,69079339018722
"Monaco";2017;-3,40000080981497
"Montenegro";2017;4,71648965710496
"Morocco";2017;4,24894920814332
"Netherlands";2017;2,91090251315005
"Norway";2017;2,3232584068849
"Poland";2017;4,83065457036179
"Portugal";2017;3,50634473938494
"Romania";2017;7,31944852925453
"Russia";2017;1,82579006355112
"San Marino";2017;0,602381214348185
"Serbia";2017;2,10116384741241
"Serbia and Montenegro";2017;3,40882675225869
"Slovakia";2017;3,04327955580635
"Slovenia";2017;4,79354876042457
"Spain";2017;2,97364119053731
"Sweden";2017;2,56792452526476
"Switzerland";2017;1,79940884956473
"Turkey";2017;7,50199749358555
"Ukraine";2017;2,46603562470679
"United Kingdom";2017;1,89207700716807
"Yugoslavia";2017;3,64437089841997
"Albania";2018;4,07130129479023
"Andorra";2018;1,58876549046354
"Armenia";2018;5,19999999965324
"Australia";2018;2,94928577160958
"Austria";2018;2,58012073304926
"Azerbaijan";2018;1,50040170699388
"Belarus";2018;3,14919759374963
"Belgium";2018;1,81229599862863
"Bosnia and Herzegovina";2018;3,74007109201324
"Bulgaria";2018;3,09244765360886
"Croatia";2018;2,80760970078776
"Cyprus";2018;5,24074782806838
"Czech Republic";2018;3,1813140503092
"Denmark";2018;2,17564638865319
"Estonia";2018;4,35546476501582
"Finland";2018;1,51758861140196
"France";2018;1,79286392711333
"Georgia";2018;4,86993477619603
"Germany";2018;1,26799523225071
"Greece";2018;1,93437065932918
"Hungary";2018;5,40529410393094
"Iceland";2018;3,81442300431327
"Ireland";2018;8,16987071841437
"Israel";2018;3,45370255788211
"Italy";2018;0,944089468582305
"Latvia";2018;4,02431104454983
"Lithuania";2018;3,9368459012309
"Luxembourg";2018;3,11083626560442
"Macedonia";2018;2,89999999999999
"Malta";2018;5,17859848221423
"Moldova";2018;4,30147772232226
"Monaco";2018;6,10000047479944
"Montenegro";2018;5,07791065599665
"Morocco";2018;3,14850265040512
"Netherlands";2018;2,36091509478513
"Norway";2018;1,28954820126177
"Poland";2018;5,353704746044
"Portugal";2018;2,84932594937632
"Romania";2018;4,47452377497343
"Russia";2018;2,53633130140389
"San Marino";2018;1,31277140529018
"Serbia";2018;4,4951212927627
"Serbia and Montenegro";2018;4,78651597437968
"Slovakia";2018;3,76863150894924
"Slovenia";2018;4,38450172090073
"Spain";2018;2,43004714546871
"Sweden";2018;1,95002284569983
"Switzerland";2018;2,75055377478878
"Turkey";2018;2,95896672404676
"Ukraine";2018;3,40529852208769
"United Kingdom";2018;1,34072060244353
"Yugoslavia";2018;4,10104289249222
"Albania";2019;2,24007026773023
"Andorra";2019;1,84923825726078
"Armenia";2019;7,59999999853918
"Australia";2019;2,16095629535999
"Austria";2019;1,41873427248989
"Azerbaijan";2019;2,21870427670241
"Belarus";2019;1,22209662862558
"Belgium";2019;1,7438195246211
"Bosnia and Herzegovina";2019;2,67816082303464
"Bulgaria";2019;3,694308379839
"Croatia";2019;2,85892596800696
"Cyprus";2019;3,07503434303197
"Czech Republic";2019;2,33530928255712
"Denmark";2019;2,8495144411967
"Estonia";2019;4,99644378512059
"Finland";2019;1,1455357025294
"France";2019;1,50859403033795
"Georgia";2019;4,98235045944931
"Germany";2019;0,555450887945668
"Greece";2019;1,87087000443557
"Hungary";2019;4,57819046064414
"Iceland";2019;1,91867686670734
"Ireland";2019;5,54976718213716
"Israel";2019;3,47168823051378
"Italy";2019;0,342718996631092
"Latvia";2019;2,05408150762321
"Lithuania";2019;4,33886103349596
"Luxembourg";2019;2,29697881609749
"Macedonia";2019;3,2
"Malta";2019;4,9198221173362
"Moldova";2019;3,58048425375992
"Monaco";2019;NA
"Montenegro";2019;4,06293885004432
"Morocco";2019;2,48190512448301
"Netherlands";2019;1,67741836780002
"Norway";2019;1,15472193916453
"Poland";2019;4,54091951432764
"Portugal";2019;2,23597655505208
"Romania";2019;4,15262741240312
"Russia";2019;1,34187544067058
"San Marino";2019;NA
"Serbia";2019;4,24851343995569
"Serbia and Montenegro";2019;4,155726145
"Slovakia";2019;2,31702345469655
"Slovenia";2019;3,18434162415744
"Spain";2019;1,95012689445046
"Sweden";2019;1,26098005513558
"Switzerland";2019;0,928832411662611
"Turkey";2019;0,916534797206751
"Ukraine";2019;3,23349118845559
"United Kingdom";2019;1,46265820190786
"Yugoslavia";2019;3,40657614103981
